provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,source_uri,source_snapshot_hashes,source_snapshot_dates,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,external_dependencies,rule_determinacy,authority_judgment_required,authority_judgment_kind,legal_linguistic_conflict,semantic_note
REG-PUGLIA-U181-DIR-2025-00045:executor-selection:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:executor-selection,2025-03-26,,Current regional execution procedure,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Regional Plant Health Service / assigned executor,shall,"Route execution to the validly selected owner or ARIF executor; ARIF coordinates and controls voluntary owner work. For operations executed by ARIF, ARIF must organize the work and communicate the detailed removal calendar to the Osservatorio.",Executor selection remains unresolved; missing election does not prove default.,Regional Plant Health Service,"Exact prescription and executor-selection or assignment evidence; for ARIF-executed operations, the detailed removal calendar and evidence of its communication to the Osservatorio. Internal scheduling is not that communication.","[""IT-DLGS-19-2021:Art.32(3):primary-implementation""]",DETERMINISTIC_RULE,NO,-,-,"[REL-07/11/13/17] Executor selection is not notice, silence, refusal, breach or substitute execution. Calendar communication is a performance owed by ARIF for ARIF-executed work, not a prerequisite to executor selection or a separate approval of removal. Selection, communication and physical execution remain distinct."
REG-PUGLIA-U181-DIR-2025-00045:first-level-result-return:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:first-level-result-return,2025-03-26,,Effective source read through REL-02,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,First-level official laboratory,shall,"Perform analysis, register it in the database and communicate it to the Osservatorio within seven working days of sample receipt for positive results and ten working days for negative results.",Outside the applicable receipt/route this performance is not activated. A missed limit does not by itself invalidate the result or establish absence of the pest.,Regional Plant Health Service,"Sample identity, applicable route, receipt by the responsible laboratory, analysis, database registration where required and communication records.",[],DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,"The receipt anchor is not result availability. The differing positive/negative maxima qualify the same first-level evidence return, including tests that determine removal or retention. Independent immediate-notification obligations remain applicable; these maxima are not permission to withhold an available result. No numerical limit for a still-doubtful result is supplied by this sentence."
REG-PUGLIA-U181-DIR-2025-00045:obstruction-remedy-route:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:obstruction-remedy-route,2025-03-26,,Current regional execution procedure,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Regional Plant Health Service / assigned executor,shall,"ARIF documents and transmits obstruction; the legally effective Prefect request must be made by or attributable to the Osservatorio; forced work and cost recovery require the proven legal branch, and violation contest is not a final sanction.","No public-force, forced-work, cost-recovery, breach or final-sanction conclusion is established.",Regional Plant Health Service,"Exact prescription, treatment, execution and verification records.","[""IT-DLGS-19-2021:Art.33(2):public-force-assistance"",""IT-DLGS-19-2021:Art.32(3):substitute-execution"",""IT-DLGS-19-2021:Art.55(13):coercive-removal""]",AUTHORITY_JUDGMENT_REQUIRED,YES,execution/remedy judgment,DDS 45 states ARIF requests Prefect assistance; D.lgs. 19/2021 Article 33 reserves the legal request to the territorial plant-health service.,"[REL-11/17] Operational initiation by ARIF does not transfer the reserved request, violation, or sanction decision."
REG-PUGLIA-U181-DIR-2025-00045:pest-free-positive-routing:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:pest-free-positive-routing,2025-03-26,,Effective source read through REL-02,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Official laboratory and second-level confirming laboratory,shall,"Identify the individually positive sample, confirm it by a second molecular test on a different genome region performed by a validly designated official laboratory whose designation covers the task, identify the subspecies where required; the Regional Plant Health Service makes the official finding on that evidence.",Proven failure of the second test or of the laboratory's designation defeats confirmation; proven departure from national reference-laboratory routing is a validity question about a finding that exists; missing evidence remains unresolved.,Regional Plant Health Service,"Pest-free area state, pool/individual identity, official screening result, second-method confirmation where required, Dupas and MLST reports.","[""EU-2020-1201:2(6)"",""EU-2020-1201:2(7)"",""IT-DLGS-19-2021:Art.28(3)"",""EU-2017-625:Art.100:national-reference-laboratory-status"",""IT-DLGS-19-2021:Art.14(1):designate-official-laboratory""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,event-time official-laboratory designation scope and second-test method identity,-,"Required second-method confirmation is distinct from national-reference-laboratory routing. Article 2(6) requires a second molecular test on a different genome region by a validly designated official laboratory; Article 28(3) assigns the resulting official finding to the Regional Service, whose decision is not an antecedent of its own evidence. A valid CREA-DC or other supported reference route may supply confirmation; Bari-seat designation is not inferred. Proven routing departure requires its legal consequence to be adjudicated, not automatic finding invalidity. Laboratory designation, required accreditation and task/method scope are governed by the corresponding national and Union owners: proven disqualification defeats official effect, while missing separate designation evidence is not an added gate. Confirmation evidence and a proven routing departure are independent: combined outcomes retain both, including where confirmation is incomplete or defeated. The routing predicate asks whether the adverse fact is established; absent routing evidence does not establish it and requires no proof of a clean route before confirmation. An unresolved confirmation requirement is not a proven test or laboratory failure."
REG-PUGLIA-U181-DIR-2025-00045:positive-pool-identity-route:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:positive-pool-identity-route,2025-03-26,,Effective source read through REL-02,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Official laboratory and CNR-IPSP,shall,"Test constituents individually, identify individually positive samples, and route them for subspecies testing; the Regional Plant Health Service retains official-finding authority.",Pool positivity does not establish an individual positive sample or an official infected-plant finding.,Regional Plant Health Service,"Exact assignment, evidence and resulting official record.","[""EU-2020-1201:2(6)"",""EU-2020-1201:2(7)"",""IT-DLGS-19-2021:Art.28(3)""]",DETERMINISTIC_RULE,NO,-,-,[REL-02] Laboratory routing produces evidence; it does not itself create the official infected-plant finding.
REG-PUGLIA-U181-DIR-2025-00045:positive-sample-cnr-return:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:positive-sample-cnr-return,2025-03-26,,Effective source read through REL-02,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,First-level official laboratory / CNR-IPSP,shall,"Send positive samples promptly to CNR-IPSP; following receipt, CNR-IPSP performs the applicable source-route analysis and communicates the result within three working days. For a positive in a new species not among the specified species for the Xylella present in its demarcated area, the required subspecies identification is MLST under Yuan et al. (2010).",Outside the applicable receipt/route this performance is not activated. A missed limit does not by itself invalidate the result or establish absence of the pest.,Regional Plant Health Service,"Sample identity, species and demarcated-area provenance, applicable diagnostic route, CNR-IPSP receipt, required analysis/method and communication records; the qualifying new-species route requires the MLST/Yuan subspecies report. Database registration remains required where the source prescribes it.",[],DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,"The transfer and CNR receipt-to-return performances have different actors and anchors. The source covers positive samples, not every doubtful aliquot referral. Other first-level deadlines or immediate notification duties are not replaced. The ordinary condition admits either or both activating facts; the true effect keeps each duty conditional on its own trigger, and B preserves the distinct transfer and receipt anchors. Applicable diagnostic performance includes the Part IV section 2 new-species requirement. Ordinary containment/buffer characterization and the pest-free Dupas-then-MLST sequence retain their source scopes. Already qualifying analysis satisfies the requirement; neither an unfinished characterization nor a missed return limit alone supplies automatic finding invalidity or a removal hold."
REG-PUGLIA-U181-DIR-2025-00045:post-finding-containment-sampling:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:post-finding-containment-sampling,2025-03-26,,Adopted operational manual,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Regional Plant Health Service; ARIF executes the assigned surveillance,shall,"Immediately sample the source inner population within 50 m: all specified plants and all other symptomatic or suspected plants. In the 400 m-wide outer band starting at that 50 m perimeter, sample all surfaces planted with olives, fruit trees, vines or other specified species using the manual pool/single procedure. Where the operative DGR1075 §4.2.2 ST53 qualification applies, use that qualified inner population while preserving independently required Article 15(1) sampling; the outer band remains.",Outside the infected containment zone this manual branch does not apply; the separate pest-free/buffer branch may apply.,Regional Plant Health Service,"Individual positive plant identity, event-time finding location and subspecies, applicable population and geographical coverage, sampling and test records; shared qualifying performance may satisfy concurrent requirements.","[""EU-2020-1201:15(1)"",""PUG-LR4-2017:Art.6(1)"",""PUG-DGR1075-2025:§4.2.2:st53-post-finding-sampling""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,"The later plan qualifies inner sampling only in its own event-time interval; it cannot back-project before 29 July 2025. The 400 m is outer-band width from the 50 m perimeter, not radius from the infected plant. Sampling is not conditional on removing the trigger plant, including lawful scientific retention."
REG-PUGLIA-U181-DIR-2025-00045:post-finding-pest-free-buffer-sampling:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:post-finding-pest-free-buffer-sampling,2025-03-26,,Adopted operational manual,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Regional Plant Health Service; ARIF executes the assigned surveillance,shall,"Immediately sample all monumental olives, officially listed or displaying monumental characteristics, within 50 m of the infected plants; in the 400 m-wide band around the infected zone, sample every hectare containing specified species using the manual pool/single procedure. This is hectare coverage, not sampling every plant.","Outside this finding-location branch, this regional sampling duty does not arise. An adequate annual statistical survey alone does not establish the prescribed post-finding coverage.",Regional Plant Health Service,"Individual positive plant identity, event-time finding location and subspecies, applicable population and geographical coverage, sampling and test records; shared qualifying performance may satisfy concurrent requirements.","[""IT-DLGS-19-2021:Art.31(1)"",""IT-DLGS-19-2021:Art.6(1)"",""EU-2020-1201:7(3)""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,"The finding triggers sampling, not completion of demarcation or removal. From its operative interval, DGR1075 §4.2.1 specifies the detected-subspecies coverage and pest-free-only follow-on sequence. One qualifying operation may satisfy concurrent Union/regional requirements."
REG-PUGLIA-U181-DIR-2025-00045:root-wood-completion:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:root-wood-completion,2025-03-26,,Current regional execution procedure,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Regional Plant Health Service / assigned executor,shall,"Complete the applicable destruction alternative: full destruction including roots and no retained wood, or competent limited destruction with above-ground branches and foliage destroyed, lawful treatment and verification of any retained wood, and roots removed or adequately devitalised where whole-root extraction is impracticable.",A proven unmet performance condition prevents completion; missing evidence establishes neither completion nor nonperformance. Retained wood cannot satisfy full destruction.,Regional Plant Health Service,"Exact prescription, treatment, execution and verification records.","[""EU-2020-1201:9(1)"",""EU-2020-1201:9(2)"",""EU-2020-1201:9(3)"",""EU-2020-1201:8(1)"",""IT-DLGS-19-2021:Art.6(3)(o)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,eradication difficult-root and retained-wood verification,-,Whole-root extraction is the regional default. The impracticability exception changes only the root limb; it does not waive remaining destruction. Limited destruction need not retain wood.
REG-PUGLIA-U181-DIR-2025-00045:sample-custody-transfer:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:sample-custody-transfer,2025-03-26,,Effective source read through REL-02,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Assigned survey and transport personnel,shall,"Complete the source-qualified DDS 45 assistant-team custody transfer through same-day cold-chain delivery, assistant/driver signatures, and transporter countersignature attesting delivery, without a proven legally defeating personnel-authority defect.",Missing source custody evidence does not prove transfer or nontransfer. Laboratory acceptance/receipt is a separate fact only where another source requires it.,Regional Plant Health Service,"Exact assignment, evidence and resulting official record.","[""EU-2020-1201:2(6)"",""IT-DLGS-19-2021:Art.14(1):designate-official-laboratory"",""IT-DLGS-19-2021:Art.20(1):assistant-identity"",""IT-DLGS-19-2021:Art.20(2):appointment-register"",""IT-DLGS-19-2021:Art.20(3):activity-limits"",""IT-DLGS-19-2021:Art.20(4):express-assignment"",""IT-DLGS-19-2021:Art.20(5):proposal-not-decision"",""IT-DLGS-19-2021:Art.24:register-current-status""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,event-time assistant and transporter authority plus custody completeness,-,"This official custody proof is limited to the DDS45 assistant-team route. The source requires the assistants', driver's and authorized transporter's signatures, not a laboratory representative's signature. Articles 20/24 govern appointment, register status and activity assignment; the operational record carries official identity. A proven personnel-authority defect defeats this proof only where it has that legal consequence; a missing separate register extract is not an added gate. Physical delivery, laboratory receipt, analysis and official finding remain distinct facts."
REG-PUGLIA-U181-DIR-2025-00045:st26-olive-exclusion-conflict:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:st26-olive-exclusion-conflict,2025-03-26,,Current regional procedure conflict boundary,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Regional Plant Health Service,shall not,Do not apply the categorical regional exclusion where olive is reached by the effective Annex II/Article 7 population; require plant-specific controlling evidence.,No categorical exclusion follows; missing plant evidence remains unresolved.,Regional Plant Health Service subject to controlling EU law,"Effective EU Annex/provision version, plant identity and evidence, exact regional procedure instruction, competent case decision.","[""EU-2020-1201:1(c)"",""EU-2020-1201:7(1)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,resolve regional categorical exclusion against effective EU population,DDS 45 excludes olive while acknowledging it is specified in Puglia; regional procedure cannot amend Annex II.,Resolved conflict: the effective EU Annex/Article 2/7 population controls; the regional procedure cannot amend it. Adjudicated and removed from the unknown register 2026-09-01; this row remains the visible conflict boundary.
REG-PUGLIA-U181-DIR-2025-00045:st53-citrus-prunus-exclusion-conflict:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:st53-citrus-prunus-exclusion-conflict,2025-03-26,,Current regional procedure conflict boundary,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Regional Plant Health Service,shall not,Do not apply the categorical regional exclusion where the plant is reached by the effective Annex II/Article 7 population; require plant-specific controlling evidence.,No categorical exclusion follows; missing plant evidence remains unresolved.,Regional Plant Health Service subject to controlling EU law,"Effective EU Annex/provision version, plant identity and evidence, exact regional procedure instruction, competent case decision.","[""EU-2020-1201:1(c)"",""EU-2020-1201:7(1)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,resolve regional categorical exclusion against effective EU population,DDS 45 excludes source-listed taxa it acknowledges are specified for pauca; regional procedure cannot amend Annex II.,Resolved conflict: the effective EU Annex/Article 2/7 population controls; the regional procedure cannot amend it. Adjudicated and removed from the unknown register 2026-09-01; this row remains the visible conflict boundary.
REG-PUGLIA-U181-DIR-2025-00045:treatment-removal-sequence:v1,REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:treatment-removal-sequence,2025-03-26,,Current regional execution procedure,file:regulation/jurisdiction/regional/181_DIR_2025_00045.txt,6c992c0a85dede9b01baef19aa51d69555ea0e32b3397e31d2ad278392690129,2025-03-26,INITIAL,INITIAL,Regional Plant Health Service / assigned executor,shall,"For the operative post-exception Article 7(1) removal population only: During vector flight, apply Article 8 treatment before and during removal and the regional 48-hour sequence. Outside proven flight, do not treat the fixed November–March instruction as self-proving compliance; resolve the broader Article 8 treatment duty and appropriate timing from event-time evidence, and satisfy the applicable regional 48-hour wait.",Proven omission of required flight-season treatment is noncompliant. Missing vector-flight or appropriate-treatment evidence does not cancel Article 7 removal and does not establish the regional no-treatment instruction as lawful.,Regional Plant Health Service,"Exact prescription, treatment, execution and verification records.","[""EU-2020-1201:7(1)"",""EU-2020-1201:8(1)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,event-time vector flight and appropriate all-stage treatment,DDS 45 uses fixed November–March no-treatment wording. Current Article 8 makes the pre/during-removal sequence specific to vector flight while retaining broader all-stage treatment duties; fixed months cannot substitute for event-time vector evidence.,"[REL-07/08] No calendar computation is made in Stage A. The authority must resolve vector-flight and appropriate-treatment predicates. Removal-ordering conditions do not reactivate removal for a lawfully retained plant; independent Article 8 and retained-plant treatment duties remain. Outside flight, readiness requires the elapsed wait or an affirmative event-time resolution that no triggering pre-removal treatment is applicable; missing treatment or wait evidence cannot establish this latter route. The treatment/wait result establishes readiness only for this sequence step, not performed removal or satisfaction of every other execution requirement."
REG-PUGLIA-U181-DIR-2025-00059:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00059,REG-PUGLIA-U181-DIR-2025-00059:area-state-transition,2025-04-14,,Exact competent area act,file:regulation/jurisdiction/regional/181_DIR_2025_00059_DeterminaPUB.txt,f1c45beed4d8c69907b3f0380739e3f322ebecb2a5d00bcf218611dbec9aa716,2025-04-14,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact pauca ST53 eradication state and source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act, official evidence, adopted annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] institutes Minervino Murge eradication state Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2). [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00106:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00106,REG-PUGLIA-U181-DIR-2025-00106:area-state-transition,2025-06-16,,Exact competent area act,file:regulation/jurisdiction/regional/AREA-DDS-106-2025-Santeramo-Ginosa.txt,bb68834548c2a46e4d217d6c9c40e74c149ffd79c07fe2d13b9ed56491e834fb,2025-06-16,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact multiplex ST26 Santeramo and Ginosa eradication update state and its source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act identity, official evidence, adopted geography/cadastral annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] current held shared update; territorial portions remain competent-jurisdiction bounded Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2). [SPAN 2026-09-01] Quote re-extracted from the operative lines of the source; the prior span was split at a page break or began one sentence late; meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00113:area-state-transition:v1,REG-PUGLIA-U181-DIR-2025-00113,REG-PUGLIA-U181-DIR-2025-00113:area-state-transition,2025-06-23,2025-08-06,Exact competent area act,file:regulation/jurisdiction/regional/AREA-DDS-113-2025-Bisceglie.txt,59d531ccb2833e817556f78bd3fd6a9b98f6bcd4a60836b7748cb9005a3ce2b1,2025-06-23,INITIAL,INITIAL,Regional Plant Health Service,shall,Record the source act and adopted annexes as the source-stated geography: adopt the exact pauca ST53 Bisceglie eradication state and its source annexes from this effective date.,"Outside the act's interval or adopted geography, or where its area state is superseded, suspended, revoked or annulled, no area state follows from this act.",Regional Plant Health Service,"Exact act identity, official evidence, adopted geography/cadastral annex, subspecies, regime and interval.","[""EU-2020-1201:4(1)"",""IT-DLGS-19-2021:Art.31(3):establish-demarcated-area"",""EU-2020-1201:7(1)"",""PUG-LR4-2017:Art.3(2)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,constitutive area judgment,-,[REL-04] initial held Bisceglie state Operative legal-area use is separately gated by PUG-LR4-2017:Art.3(2).
REG-PUGLIA-U181-DIR-2025-00115:case-delta:noncommencement-enforcement:v1,REG-PUGLIA-U181-DIR-2025-00115,REG-PUGLIA-U181-DIR-2025-00115:case-delta:noncommencement-enforcement,2025-06-25,,Genuine case-specific operative delta,file:regulation/jurisdiction/regional/bulk/DET-115-2025-FITO-ed7ecbb460e2.txt,c5fd34bdb12d11f2a6c80a1d48135de5815b4bb9637e45191f31c3c9df814dff,2025-06-25,INITIAL,INITIAL,Regional Plant Health Service,shall,"The Osservatorio must direct coercive removal through ARIF of infected plants and the prescribed plants in the Bisceglie infected area, insofar as removal remains lawfully due. This is the case-qualified use of existing substitute/coercive execution authority, not proof of completed removal.",This case noncommencement ground is not established. Missing evidence does not prove noncommencement; this does not discharge removal or prevent enforcement under another applicable ground.,Regional Plant Health Service,"Operative prescription and applicable correction, recipient and lawfully due plant population, legally sufficient notification date, and evidence establishing whether concrete removal work began by the source deadline.","[""IT-DLGS-19-2021:Art.32(3):substitute-execution"",""IT-DLGS-19-2021:Art.55(13):coercive-removal"",""IT-L241-A21BIS:Art.21-bis(1):mass-publicity-route"",""PUG-DPGR22-2021:Art.20(3):publication-not-notice"",""REG-PUGLIA-U181-DIR-2025-00115:case-delta:post-m5-stale-article7-text""]",AUTHORITY_JUDGMENT_REQUIRED,YES,"establish the operative recipient relation, notification and actual noncommencement",-,[CASE DELTA ONLY] Commencement is distinct from completion and owner election. This is not a grace period or a bar to earlier lawful intervention. Immediate effectiveness is not itself notification; publication counts only through a legally sufficient notice route.
REG-PUGLIA-U181-DIR-2025-00115:case-delta:post-m5-stale-article7-text:v1,REG-PUGLIA-U181-DIR-2025-00115,REG-PUGLIA-U181-DIR-2025-00115:case-delta:post-m5-stale-article7-text,2025-06-25,,Genuine case-specific operative delta,file:regulation/jurisdiction/regional/bulk/DET-115-2025-FITO-ed7ecbb460e2.txt,c5fd34bdb12d11f2a6c80a1d48135de5815b4bb9637e45191f31c3c9df814dff,2025-06-25,INITIAL,INITIAL,Regional Plant Health Service,shall,"Resolve the case through the Article 7 version effective at decision time, including the M5 alternative evidence routes; the copied pre-M5 letter (e) wording cannot narrow or enlarge the population.",No case population is derived from stale embedded text alone.,Regional Plant Health Service,"Case date, the copied population text, and the applicable Article 7 version and plant-specific evidence.","[""EU-2020-1201:7(1)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,case branch resolution against source miscitation,Order copies pre-M5 Article 7(1)(e) wording after M5 changed the reusable population.,[CASE DELTA ONLY] Exact event-time effect; no reusable population is redefined. [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00117:case-delta:failed-service-represcription:v1,REG-PUGLIA-U181-DIR-2025-00117,REG-PUGLIA-U181-DIR-2025-00117:case-delta:failed-service-represcription,2025-06-27,,Genuine case-specific operative delta,file:regulation/jurisdiction/regional/bulk/DET-117-2025-FITO-1d2e9b6111cd.txt,d8eb06ce7a049d52af7507562c671f756f8d758f413d9094368b73ac679dc25d,2025-06-27,INITIAL,INITIAL,Regional Plant Health Service,shall,Correct the current owners and re-prescribe the complete Article 7 population because the predecessor orders were not effectively notified to them.,"Failed service cannot become silence, refusal, breach, or substitute-execution authority.",Regional Plant Health Service,"Case act, predecessor relation, exact payload correction, notice/evidence and applicable reusable proposition versions.","[""EU-2020-1201:7(1)"",""PUG-DGR1593-2024:notice-publication"",""PUG-DGR1593-2024:notice-prescription-issuance"",""IT-L241-A21BIS:Art.21-bis(1):individual-communication-effect""]",AUTHORITY_JUDGMENT_REQUIRED,YES,case-specific correction or source-conflict resolution,-,[CASE DELTA ONLY] Payload remains payload; only the changed legal effect is retained. [SPAN 2026-09-01] Quote completed to its sentence end from the same source span (it had been cut mid-word by an earlier extraction); meaning unchanged.
REG-PUGLIA-U181-DIR-2025-00117:case-delta:noncommencement-enforcement:v1,REG-PUGLIA-U181-DIR-2025-00117,REG-PUGLIA-U181-DIR-2025-00117:case-delta:noncommencement-enforcement,2025-06-27,,Genuine case-specific operative delta,file:regulation/jurisdiction/regional/bulk/DET-117-2025-FITO-1d2e9b6111cd.txt,d8eb06ce7a049d52af7507562c671f756f8d758f413d9094368b73ac679dc25d,2025-06-27,INITIAL,INITIAL,Regional Plant Health Service,shall,"The Osservatorio must direct coercive removal through ARIF of infected plants only, insofar as removal remains lawfully due. This is the case-qualified use of existing substitute/coercive execution authority, not proof of completed removal.",This case noncommencement ground is not established. Missing evidence does not prove noncommencement; this does not discharge removal or prevent enforcement under another applicable ground.,Regional Plant Health Service,"Operative prescription and applicable correction, recipient and lawfully due plant population, legally sufficient notification date, and evidence establishing whether concrete removal work began by the source deadline.","[""IT-DLGS-19-2021:Art.32(3):substitute-execution"",""IT-DLGS-19-2021:Art.55(13):coercive-removal"",""IT-L241-A21BIS:Art.21-bis(1):mass-publicity-route"",""PUG-DPGR22-2021:Art.20(3):publication-not-notice"",""REG-PUGLIA-U181-DIR-2025-00117:case-delta:failed-service-represcription"",""REG-PUGLIA-U181-DIR-2025-00117:case-delta:st1-olive-nonmembership-boundary""]",AUTHORITY_JUDGMENT_REQUIRED,YES,"establish the operative recipient relation, notification and actual noncommencement",-,"[CASE DELTA ONLY] Commencement is distinct from completion and owner election. This is not a grace period or a bar to earlier lawful intervention. Immediate effectiveness is not itself notification; publication counts only through a legally sufficient notice route. Re-prescription after failed service requires the legally sufficient notification for the repaired recipient relation, not the failed predecessor service date."
