holding_party_assignment_reference,holding_reference,party_reference,role_kind,bounded_scope,as_of
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0394,PUGLIAOLIVE-HOLDING-0394,PUGLIAOLIVE-MEMBER-0394,current_steward,PUGLIAOLIVE-HOLDING-0394,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0395,PUGLIAOLIVE-HOLDING-0395,PUGLIAOLIVE-MEMBER-0395,current_steward,PUGLIAOLIVE-HOLDING-0395,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0396,PUGLIAOLIVE-HOLDING-0396,PUGLIAOLIVE-MEMBER-0396,current_steward,PUGLIAOLIVE-HOLDING-0396,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0397,PUGLIAOLIVE-HOLDING-0397,PUGLIAOLIVE-MEMBER-0397,current_steward,PUGLIAOLIVE-HOLDING-0397,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0398,PUGLIAOLIVE-HOLDING-0398,PUGLIAOLIVE-MEMBER-0398,current_steward,PUGLIAOLIVE-HOLDING-0398,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0399,PUGLIAOLIVE-HOLDING-0399,PUGLIAOLIVE-MEMBER-0399,current_steward,PUGLIAOLIVE-HOLDING-0399,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0400,PUGLIAOLIVE-HOLDING-0400,PUGLIAOLIVE-MEMBER-0400,current_steward,PUGLIAOLIVE-HOLDING-0400,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0401,PUGLIAOLIVE-HOLDING-0401,PUGLIAOLIVE-MEMBER-0401,current_steward,PUGLIAOLIVE-HOLDING-0401,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0402,PUGLIAOLIVE-HOLDING-0402,PUGLIAOLIVE-MEMBER-0402,current_steward,PUGLIAOLIVE-HOLDING-0402,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0403,PUGLIAOLIVE-HOLDING-0403,PUGLIAOLIVE-MEMBER-0403,current_steward,PUGLIAOLIVE-HOLDING-0403,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0404,PUGLIAOLIVE-HOLDING-0404,PUGLIAOLIVE-MEMBER-0404,current_steward,PUGLIAOLIVE-HOLDING-0404,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0405,PUGLIAOLIVE-HOLDING-0405,PUGLIAOLIVE-MEMBER-0405,current_steward,PUGLIAOLIVE-HOLDING-0405,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0406,PUGLIAOLIVE-HOLDING-0406,PUGLIAOLIVE-MEMBER-0406,current_steward,PUGLIAOLIVE-HOLDING-0406,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0407,PUGLIAOLIVE-HOLDING-0407,PUGLIAOLIVE-MEMBER-0407,current_steward,PUGLIAOLIVE-HOLDING-0407,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0408,PUGLIAOLIVE-HOLDING-0408,PUGLIAOLIVE-MEMBER-0408,current_steward,PUGLIAOLIVE-HOLDING-0408,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0409,PUGLIAOLIVE-HOLDING-0409,PUGLIAOLIVE-MEMBER-0409,current_steward,PUGLIAOLIVE-HOLDING-0409,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0410,PUGLIAOLIVE-HOLDING-0410,PUGLIAOLIVE-MEMBER-0410,current_steward,PUGLIAOLIVE-HOLDING-0410,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0411,PUGLIAOLIVE-HOLDING-0411,PUGLIAOLIVE-MEMBER-0411,current_steward,PUGLIAOLIVE-HOLDING-0411,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0412,PUGLIAOLIVE-HOLDING-0412,PUGLIAOLIVE-MEMBER-0412,current_steward,PUGLIAOLIVE-HOLDING-0412,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0413,PUGLIAOLIVE-HOLDING-0413,PUGLIAOLIVE-MEMBER-0413,current_steward,PUGLIAOLIVE-HOLDING-0413,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0414,PUGLIAOLIVE-HOLDING-0414,PUGLIAOLIVE-MEMBER-0414,current_steward,PUGLIAOLIVE-HOLDING-0414,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0415,PUGLIAOLIVE-HOLDING-0415,PUGLIAOLIVE-MEMBER-0415,current_steward,PUGLIAOLIVE-HOLDING-0415,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0416,PUGLIAOLIVE-HOLDING-0416,PUGLIAOLIVE-MEMBER-0416,current_steward,PUGLIAOLIVE-HOLDING-0416,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0417,PUGLIAOLIVE-HOLDING-0417,PUGLIAOLIVE-MEMBER-0417,current_steward,PUGLIAOLIVE-HOLDING-0417,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0418,PUGLIAOLIVE-HOLDING-0418,PUGLIAOLIVE-MEMBER-0418,current_steward,PUGLIAOLIVE-HOLDING-0418,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0419,PUGLIAOLIVE-HOLDING-0419,PUGLIAOLIVE-MEMBER-0419,current_steward,PUGLIAOLIVE-HOLDING-0419,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0420,PUGLIAOLIVE-HOLDING-0420,PUGLIAOLIVE-MEMBER-0420,current_steward,PUGLIAOLIVE-HOLDING-0420,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0421,PUGLIAOLIVE-HOLDING-0421,PUGLIAOLIVE-MEMBER-0421,current_steward,PUGLIAOLIVE-HOLDING-0421,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0422,PUGLIAOLIVE-HOLDING-0422,PUGLIAOLIVE-MEMBER-0422,current_steward,PUGLIAOLIVE-HOLDING-0422,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0423,PUGLIAOLIVE-HOLDING-0423,PUGLIAOLIVE-MEMBER-0423,current_steward,PUGLIAOLIVE-HOLDING-0423,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0424,PUGLIAOLIVE-HOLDING-0424,PUGLIAOLIVE-MEMBER-0424,current_steward,PUGLIAOLIVE-HOLDING-0424,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0425,PUGLIAOLIVE-HOLDING-0425,PUGLIAOLIVE-MEMBER-0425,current_steward,PUGLIAOLIVE-HOLDING-0425,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0426,PUGLIAOLIVE-HOLDING-0426,PUGLIAOLIVE-MEMBER-0426,current_steward,PUGLIAOLIVE-HOLDING-0426,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0427,PUGLIAOLIVE-HOLDING-0427,PUGLIAOLIVE-MEMBER-0427,current_steward,PUGLIAOLIVE-HOLDING-0427,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0428,PUGLIAOLIVE-HOLDING-0428,PUGLIAOLIVE-MEMBER-0428,current_steward,PUGLIAOLIVE-HOLDING-0428,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0429,PUGLIAOLIVE-HOLDING-0429,PUGLIAOLIVE-MEMBER-0429,current_steward,PUGLIAOLIVE-HOLDING-0429,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0430,PUGLIAOLIVE-HOLDING-0430,PUGLIAOLIVE-MEMBER-0430,current_steward,PUGLIAOLIVE-HOLDING-0430,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0431,PUGLIAOLIVE-HOLDING-0431,PUGLIAOLIVE-MEMBER-0431,current_steward,PUGLIAOLIVE-HOLDING-0431,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0432,PUGLIAOLIVE-HOLDING-0432,PUGLIAOLIVE-MEMBER-0432,current_steward,PUGLIAOLIVE-HOLDING-0432,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0433,PUGLIAOLIVE-HOLDING-0433,PUGLIAOLIVE-MEMBER-0433,current_steward,PUGLIAOLIVE-HOLDING-0433,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0434,PUGLIAOLIVE-HOLDING-0434,PUGLIAOLIVE-MEMBER-0434,current_steward,PUGLIAOLIVE-HOLDING-0434,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0435,PUGLIAOLIVE-HOLDING-0435,PUGLIAOLIVE-MEMBER-0435,current_steward,PUGLIAOLIVE-HOLDING-0435,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0436,PUGLIAOLIVE-HOLDING-0436,PUGLIAOLIVE-MEMBER-0436,current_steward,PUGLIAOLIVE-HOLDING-0436,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0437,PUGLIAOLIVE-HOLDING-0437,PUGLIAOLIVE-MEMBER-0437,current_steward,PUGLIAOLIVE-HOLDING-0437,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0438,PUGLIAOLIVE-HOLDING-0438,PUGLIAOLIVE-MEMBER-0438,current_steward,PUGLIAOLIVE-HOLDING-0438,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0439,PUGLIAOLIVE-HOLDING-0439,PUGLIAOLIVE-MEMBER-0439,current_steward,PUGLIAOLIVE-HOLDING-0439,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0440,PUGLIAOLIVE-HOLDING-0440,PUGLIAOLIVE-MEMBER-0440,current_steward,PUGLIAOLIVE-HOLDING-0440,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0441,PUGLIAOLIVE-HOLDING-0441,PUGLIAOLIVE-MEMBER-0441,current_steward,PUGLIAOLIVE-HOLDING-0441,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0442,PUGLIAOLIVE-HOLDING-0442,PUGLIAOLIVE-MEMBER-0442,current_steward,PUGLIAOLIVE-HOLDING-0442,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0443,PUGLIAOLIVE-HOLDING-0443,PUGLIAOLIVE-MEMBER-0443,current_steward,PUGLIAOLIVE-HOLDING-0443,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0444,PUGLIAOLIVE-HOLDING-0444,PUGLIAOLIVE-MEMBER-0444,current_steward,PUGLIAOLIVE-HOLDING-0444,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0445,PUGLIAOLIVE-HOLDING-0445,PUGLIAOLIVE-MEMBER-0445,current_steward,PUGLIAOLIVE-HOLDING-0445,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0446,PUGLIAOLIVE-HOLDING-0446,PUGLIAOLIVE-MEMBER-0446,current_steward,PUGLIAOLIVE-HOLDING-0446,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0447,PUGLIAOLIVE-HOLDING-0447,PUGLIAOLIVE-MEMBER-0447,current_steward,PUGLIAOLIVE-HOLDING-0447,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0448,PUGLIAOLIVE-HOLDING-0448,PUGLIAOLIVE-MEMBER-0448,current_steward,PUGLIAOLIVE-HOLDING-0448,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0449,PUGLIAOLIVE-HOLDING-0449,PUGLIAOLIVE-MEMBER-0449,current_steward,PUGLIAOLIVE-HOLDING-0449,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0450,PUGLIAOLIVE-HOLDING-0450,PUGLIAOLIVE-MEMBER-0450,current_steward,PUGLIAOLIVE-HOLDING-0450,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0451,PUGLIAOLIVE-HOLDING-0451,PUGLIAOLIVE-MEMBER-0451,current_steward,PUGLIAOLIVE-HOLDING-0451,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0452,PUGLIAOLIVE-HOLDING-0452,PUGLIAOLIVE-MEMBER-0452,current_steward,PUGLIAOLIVE-HOLDING-0452,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0453,PUGLIAOLIVE-HOLDING-0453,PUGLIAOLIVE-MEMBER-0453,current_steward,PUGLIAOLIVE-HOLDING-0453,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0454,PUGLIAOLIVE-HOLDING-0454,PUGLIAOLIVE-MEMBER-0454,current_steward,PUGLIAOLIVE-HOLDING-0454,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0455,PUGLIAOLIVE-HOLDING-0455,PUGLIAOLIVE-MEMBER-0455,current_steward,PUGLIAOLIVE-HOLDING-0455,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0456,PUGLIAOLIVE-HOLDING-0456,PUGLIAOLIVE-MEMBER-0456,current_steward,PUGLIAOLIVE-HOLDING-0456,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0457,PUGLIAOLIVE-HOLDING-0457,PUGLIAOLIVE-MEMBER-0457,current_steward,PUGLIAOLIVE-HOLDING-0457,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0458,PUGLIAOLIVE-HOLDING-0458,PUGLIAOLIVE-MEMBER-0458,current_steward,PUGLIAOLIVE-HOLDING-0458,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0459,PUGLIAOLIVE-HOLDING-0459,PUGLIAOLIVE-MEMBER-0459,current_steward,PUGLIAOLIVE-HOLDING-0459,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0460,PUGLIAOLIVE-HOLDING-0460,PUGLIAOLIVE-MEMBER-0460,current_steward,PUGLIAOLIVE-HOLDING-0460,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0461,PUGLIAOLIVE-HOLDING-0461,PUGLIAOLIVE-MEMBER-0461,current_steward,PUGLIAOLIVE-HOLDING-0461,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0462,PUGLIAOLIVE-HOLDING-0462,PUGLIAOLIVE-MEMBER-0462,current_steward,PUGLIAOLIVE-HOLDING-0462,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0463,PUGLIAOLIVE-HOLDING-0463,PUGLIAOLIVE-MEMBER-0463,current_steward,PUGLIAOLIVE-HOLDING-0463,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0464,PUGLIAOLIVE-HOLDING-0464,PUGLIAOLIVE-MEMBER-0464,current_steward,PUGLIAOLIVE-HOLDING-0464,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0465,PUGLIAOLIVE-HOLDING-0465,PUGLIAOLIVE-MEMBER-0465,current_steward,PUGLIAOLIVE-HOLDING-0465,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0466,PUGLIAOLIVE-HOLDING-0466,PUGLIAOLIVE-MEMBER-0466,current_steward,PUGLIAOLIVE-HOLDING-0466,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0467,PUGLIAOLIVE-HOLDING-0467,PUGLIAOLIVE-MEMBER-0467,current_steward,PUGLIAOLIVE-HOLDING-0467,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0468,PUGLIAOLIVE-HOLDING-0468,PUGLIAOLIVE-MEMBER-0468,current_steward,PUGLIAOLIVE-HOLDING-0468,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0469,PUGLIAOLIVE-HOLDING-0469,PUGLIAOLIVE-MEMBER-0469,current_steward,PUGLIAOLIVE-HOLDING-0469,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0470,PUGLIAOLIVE-HOLDING-0470,PUGLIAOLIVE-MEMBER-0470,current_steward,PUGLIAOLIVE-HOLDING-0470,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0471,PUGLIAOLIVE-HOLDING-0471,PUGLIAOLIVE-MEMBER-0471,current_steward,PUGLIAOLIVE-HOLDING-0471,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0472,PUGLIAOLIVE-HOLDING-0472,PUGLIAOLIVE-MEMBER-0472,current_steward,PUGLIAOLIVE-HOLDING-0472,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0473,PUGLIAOLIVE-HOLDING-0473,PUGLIAOLIVE-MEMBER-0473,current_steward,PUGLIAOLIVE-HOLDING-0473,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0474,PUGLIAOLIVE-HOLDING-0474,PUGLIAOLIVE-MEMBER-0474,current_steward,PUGLIAOLIVE-HOLDING-0474,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0475,PUGLIAOLIVE-HOLDING-0475,PUGLIAOLIVE-MEMBER-0475,current_steward,PUGLIAOLIVE-HOLDING-0475,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0476,PUGLIAOLIVE-HOLDING-0476,PUGLIAOLIVE-MEMBER-0476,current_steward,PUGLIAOLIVE-HOLDING-0476,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0477,PUGLIAOLIVE-HOLDING-0477,PUGLIAOLIVE-MEMBER-0477,current_steward,PUGLIAOLIVE-HOLDING-0477,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0478,PUGLIAOLIVE-HOLDING-0478,PUGLIAOLIVE-MEMBER-0478,current_steward,PUGLIAOLIVE-HOLDING-0478,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0479,PUGLIAOLIVE-HOLDING-0479,PUGLIAOLIVE-MEMBER-0479,current_steward,PUGLIAOLIVE-HOLDING-0479,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0480,PUGLIAOLIVE-HOLDING-0480,PUGLIAOLIVE-MEMBER-0480,current_steward,PUGLIAOLIVE-HOLDING-0480,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0481,PUGLIAOLIVE-HOLDING-0481,PUGLIAOLIVE-MEMBER-0481,current_steward,PUGLIAOLIVE-HOLDING-0481,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0482,PUGLIAOLIVE-HOLDING-0482,PUGLIAOLIVE-MEMBER-0482,current_steward,PUGLIAOLIVE-HOLDING-0482,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0483,PUGLIAOLIVE-HOLDING-0483,PUGLIAOLIVE-MEMBER-0483,current_steward,PUGLIAOLIVE-HOLDING-0483,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0484,PUGLIAOLIVE-HOLDING-0484,PUGLIAOLIVE-MEMBER-0484,current_steward,PUGLIAOLIVE-HOLDING-0484,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0485,PUGLIAOLIVE-HOLDING-0485,PUGLIAOLIVE-MEMBER-0485,current_steward,PUGLIAOLIVE-HOLDING-0485,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0486,PUGLIAOLIVE-HOLDING-0486,PUGLIAOLIVE-MEMBER-0486,current_steward,PUGLIAOLIVE-HOLDING-0486,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0487,PUGLIAOLIVE-HOLDING-0487,PUGLIAOLIVE-MEMBER-0487,current_steward,PUGLIAOLIVE-HOLDING-0487,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0488,PUGLIAOLIVE-HOLDING-0488,PUGLIAOLIVE-MEMBER-0488,current_steward,PUGLIAOLIVE-HOLDING-0488,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0489,PUGLIAOLIVE-HOLDING-0489,PUGLIAOLIVE-MEMBER-0489,current_steward,PUGLIAOLIVE-HOLDING-0489,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0490,PUGLIAOLIVE-HOLDING-0490,PUGLIAOLIVE-MEMBER-0490,current_steward,PUGLIAOLIVE-HOLDING-0490,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0491,PUGLIAOLIVE-HOLDING-0491,PUGLIAOLIVE-MEMBER-0491,current_steward,PUGLIAOLIVE-HOLDING-0491,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0492,PUGLIAOLIVE-HOLDING-0492,PUGLIAOLIVE-MEMBER-0492,current_steward,PUGLIAOLIVE-HOLDING-0492,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0493,PUGLIAOLIVE-HOLDING-0493,PUGLIAOLIVE-MEMBER-0493,current_steward,PUGLIAOLIVE-HOLDING-0493,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0494,PUGLIAOLIVE-HOLDING-0494,PUGLIAOLIVE-MEMBER-0494,current_steward,PUGLIAOLIVE-HOLDING-0494,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0495,PUGLIAOLIVE-HOLDING-0495,PUGLIAOLIVE-MEMBER-0495,current_steward,PUGLIAOLIVE-HOLDING-0495,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0496,PUGLIAOLIVE-HOLDING-0496,PUGLIAOLIVE-MEMBER-0496,current_steward,PUGLIAOLIVE-HOLDING-0496,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0497,PUGLIAOLIVE-HOLDING-0497,PUGLIAOLIVE-MEMBER-0497,current_steward,PUGLIAOLIVE-HOLDING-0497,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0498,PUGLIAOLIVE-HOLDING-0498,PUGLIAOLIVE-MEMBER-0498,current_steward,PUGLIAOLIVE-HOLDING-0498,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0499,PUGLIAOLIVE-HOLDING-0499,PUGLIAOLIVE-MEMBER-0499,current_steward,PUGLIAOLIVE-HOLDING-0499,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0500,PUGLIAOLIVE-HOLDING-0500,PUGLIAOLIVE-MEMBER-0500,current_steward,PUGLIAOLIVE-HOLDING-0500,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0501,PUGLIAOLIVE-HOLDING-0501,PUGLIAOLIVE-MEMBER-0501,current_steward,PUGLIAOLIVE-HOLDING-0501,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0502,PUGLIAOLIVE-HOLDING-0502,PUGLIAOLIVE-MEMBER-0502,current_steward,PUGLIAOLIVE-HOLDING-0502,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0503,PUGLIAOLIVE-HOLDING-0503,PUGLIAOLIVE-MEMBER-0503,current_steward,PUGLIAOLIVE-HOLDING-0503,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0504,PUGLIAOLIVE-HOLDING-0504,PUGLIAOLIVE-MEMBER-0504,current_steward,PUGLIAOLIVE-HOLDING-0504,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0505,PUGLIAOLIVE-HOLDING-0505,PUGLIAOLIVE-MEMBER-0505,current_steward,PUGLIAOLIVE-HOLDING-0505,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0506,PUGLIAOLIVE-HOLDING-0506,PUGLIAOLIVE-MEMBER-0506,current_steward,PUGLIAOLIVE-HOLDING-0506,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0507,PUGLIAOLIVE-HOLDING-0507,PUGLIAOLIVE-MEMBER-0507,current_steward,PUGLIAOLIVE-HOLDING-0507,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0508,PUGLIAOLIVE-HOLDING-0508,PUGLIAOLIVE-MEMBER-0508,current_steward,PUGLIAOLIVE-HOLDING-0508,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0509,PUGLIAOLIVE-HOLDING-0509,PUGLIAOLIVE-MEMBER-0509,current_steward,PUGLIAOLIVE-HOLDING-0509,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0510,PUGLIAOLIVE-HOLDING-0510,PUGLIAOLIVE-MEMBER-0510,current_steward,PUGLIAOLIVE-HOLDING-0510,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0511,PUGLIAOLIVE-HOLDING-0511,PUGLIAOLIVE-MEMBER-0511,current_steward,PUGLIAOLIVE-HOLDING-0511,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0512,PUGLIAOLIVE-HOLDING-0512,PUGLIAOLIVE-MEMBER-0512,current_steward,PUGLIAOLIVE-HOLDING-0512,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0513,PUGLIAOLIVE-HOLDING-0513,PUGLIAOLIVE-MEMBER-0513,current_steward,PUGLIAOLIVE-HOLDING-0513,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0514,PUGLIAOLIVE-HOLDING-0514,PUGLIAOLIVE-MEMBER-0514,current_steward,PUGLIAOLIVE-HOLDING-0514,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0515,PUGLIAOLIVE-HOLDING-0515,PUGLIAOLIVE-MEMBER-0515,current_steward,PUGLIAOLIVE-HOLDING-0515,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0516,PUGLIAOLIVE-HOLDING-0516,PUGLIAOLIVE-MEMBER-0516,current_steward,PUGLIAOLIVE-HOLDING-0516,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0517,PUGLIAOLIVE-HOLDING-0517,PUGLIAOLIVE-MEMBER-0517,current_steward,PUGLIAOLIVE-HOLDING-0517,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0518,PUGLIAOLIVE-HOLDING-0518,PUGLIAOLIVE-MEMBER-0518,current_steward,PUGLIAOLIVE-HOLDING-0518,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0519,PUGLIAOLIVE-HOLDING-0519,PUGLIAOLIVE-MEMBER-0519,current_steward,PUGLIAOLIVE-HOLDING-0519,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0520,PUGLIAOLIVE-HOLDING-0520,PUGLIAOLIVE-MEMBER-0520,current_steward,PUGLIAOLIVE-HOLDING-0520,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0521,PUGLIAOLIVE-HOLDING-0521,PUGLIAOLIVE-MEMBER-0521,current_steward,PUGLIAOLIVE-HOLDING-0521,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0522,PUGLIAOLIVE-HOLDING-0522,PUGLIAOLIVE-MEMBER-0522,current_steward,PUGLIAOLIVE-HOLDING-0522,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0523,PUGLIAOLIVE-HOLDING-0523,PUGLIAOLIVE-MEMBER-0523,current_steward,PUGLIAOLIVE-HOLDING-0523,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0524,PUGLIAOLIVE-HOLDING-0524,PUGLIAOLIVE-MEMBER-0524,current_steward,PUGLIAOLIVE-HOLDING-0524,2026-08-24
