cooperative_membership_reference,member_party_reference,cooperative_party_reference,membership_kind,as_of
PUGLIAOLIVE-MEMBERSHIP-0624,PUGLIAOLIVE-MEMBER-0624,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0625,PUGLIAOLIVE-MEMBER-0625,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0626,PUGLIAOLIVE-MEMBER-0626,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0627,PUGLIAOLIVE-MEMBER-0627,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0628,PUGLIAOLIVE-MEMBER-0628,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0629,PUGLIAOLIVE-MEMBER-0629,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0630,PUGLIAOLIVE-MEMBER-0630,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0631,PUGLIAOLIVE-MEMBER-0631,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0632,PUGLIAOLIVE-MEMBER-0632,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0633,PUGLIAOLIVE-MEMBER-0633,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0634,PUGLIAOLIVE-MEMBER-0634,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0635,PUGLIAOLIVE-MEMBER-0635,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0636,PUGLIAOLIVE-MEMBER-0636,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0637,PUGLIAOLIVE-MEMBER-0637,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0638,PUGLIAOLIVE-MEMBER-0638,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0639,PUGLIAOLIVE-MEMBER-0639,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0640,PUGLIAOLIVE-MEMBER-0640,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0641,PUGLIAOLIVE-MEMBER-0641,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0642,PUGLIAOLIVE-MEMBER-0642,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0643,PUGLIAOLIVE-MEMBER-0643,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0644,PUGLIAOLIVE-MEMBER-0644,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0645,PUGLIAOLIVE-MEMBER-0645,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0646,PUGLIAOLIVE-MEMBER-0646,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0647,PUGLIAOLIVE-MEMBER-0647,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0648,PUGLIAOLIVE-MEMBER-0648,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0649,PUGLIAOLIVE-MEMBER-0649,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0650,PUGLIAOLIVE-MEMBER-0650,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0651,PUGLIAOLIVE-MEMBER-0651,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0652,PUGLIAOLIVE-MEMBER-0652,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0653,PUGLIAOLIVE-MEMBER-0653,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0654,PUGLIAOLIVE-MEMBER-0654,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0655,PUGLIAOLIVE-MEMBER-0655,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0656,PUGLIAOLIVE-MEMBER-0656,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0657,PUGLIAOLIVE-MEMBER-0657,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0658,PUGLIAOLIVE-MEMBER-0658,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0659,PUGLIAOLIVE-MEMBER-0659,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0660,PUGLIAOLIVE-MEMBER-0660,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0661,PUGLIAOLIVE-MEMBER-0661,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0662,PUGLIAOLIVE-MEMBER-0662,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0663,PUGLIAOLIVE-MEMBER-0663,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0664,PUGLIAOLIVE-MEMBER-0664,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0665,PUGLIAOLIVE-MEMBER-0665,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0666,PUGLIAOLIVE-MEMBER-0666,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0667,PUGLIAOLIVE-MEMBER-0667,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0668,PUGLIAOLIVE-MEMBER-0668,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0669,PUGLIAOLIVE-MEMBER-0669,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0670,PUGLIAOLIVE-MEMBER-0670,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0671,PUGLIAOLIVE-MEMBER-0671,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0672,PUGLIAOLIVE-MEMBER-0672,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0673,PUGLIAOLIVE-MEMBER-0673,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0674,PUGLIAOLIVE-MEMBER-0674,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0675,PUGLIAOLIVE-MEMBER-0675,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0676,PUGLIAOLIVE-MEMBER-0676,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0677,PUGLIAOLIVE-MEMBER-0677,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0678,PUGLIAOLIVE-MEMBER-0678,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0679,PUGLIAOLIVE-MEMBER-0679,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0680,PUGLIAOLIVE-MEMBER-0680,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0681,PUGLIAOLIVE-MEMBER-0681,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0682,PUGLIAOLIVE-MEMBER-0682,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0683,PUGLIAOLIVE-MEMBER-0683,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0684,PUGLIAOLIVE-MEMBER-0684,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0685,PUGLIAOLIVE-MEMBER-0685,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0686,PUGLIAOLIVE-MEMBER-0686,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0687,PUGLIAOLIVE-MEMBER-0687,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0688,PUGLIAOLIVE-MEMBER-0688,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0689,PUGLIAOLIVE-MEMBER-0689,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0690,PUGLIAOLIVE-MEMBER-0690,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0691,PUGLIAOLIVE-MEMBER-0691,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0692,PUGLIAOLIVE-MEMBER-0692,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0693,PUGLIAOLIVE-MEMBER-0693,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0694,PUGLIAOLIVE-MEMBER-0694,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0695,PUGLIAOLIVE-MEMBER-0695,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0696,PUGLIAOLIVE-MEMBER-0696,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0697,PUGLIAOLIVE-MEMBER-0697,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0698,PUGLIAOLIVE-MEMBER-0698,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0699,PUGLIAOLIVE-MEMBER-0699,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0700,PUGLIAOLIVE-MEMBER-0700,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0701,PUGLIAOLIVE-MEMBER-0701,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0702,PUGLIAOLIVE-MEMBER-0702,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0703,PUGLIAOLIVE-MEMBER-0703,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0704,PUGLIAOLIVE-MEMBER-0704,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0705,PUGLIAOLIVE-MEMBER-0705,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0706,PUGLIAOLIVE-MEMBER-0706,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0707,PUGLIAOLIVE-MEMBER-0707,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0708,PUGLIAOLIVE-MEMBER-0708,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0709,PUGLIAOLIVE-MEMBER-0709,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0710,PUGLIAOLIVE-MEMBER-0710,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0711,PUGLIAOLIVE-MEMBER-0711,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0712,PUGLIAOLIVE-MEMBER-0712,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0713,PUGLIAOLIVE-MEMBER-0713,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0714,PUGLIAOLIVE-MEMBER-0714,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0715,PUGLIAOLIVE-MEMBER-0715,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0716,PUGLIAOLIVE-MEMBER-0716,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0717,PUGLIAOLIVE-MEMBER-0717,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0718,PUGLIAOLIVE-MEMBER-0718,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0719,PUGLIAOLIVE-MEMBER-0719,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0720,PUGLIAOLIVE-MEMBER-0720,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0721,PUGLIAOLIVE-MEMBER-0721,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0722,PUGLIAOLIVE-MEMBER-0722,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0723,PUGLIAOLIVE-MEMBER-0723,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0724,PUGLIAOLIVE-MEMBER-0724,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0725,PUGLIAOLIVE-MEMBER-0725,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0726,PUGLIAOLIVE-MEMBER-0726,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0727,PUGLIAOLIVE-MEMBER-0727,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0728,PUGLIAOLIVE-MEMBER-0728,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0729,PUGLIAOLIVE-MEMBER-0729,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0730,PUGLIAOLIVE-MEMBER-0730,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0731,PUGLIAOLIVE-MEMBER-0731,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0732,PUGLIAOLIVE-MEMBER-0732,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0733,PUGLIAOLIVE-MEMBER-0733,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0734,PUGLIAOLIVE-MEMBER-0734,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0735,PUGLIAOLIVE-MEMBER-0735,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0736,PUGLIAOLIVE-MEMBER-0736,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0737,PUGLIAOLIVE-MEMBER-0737,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0738,PUGLIAOLIVE-MEMBER-0738,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0739,PUGLIAOLIVE-MEMBER-0739,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0740,PUGLIAOLIVE-MEMBER-0740,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0741,PUGLIAOLIVE-MEMBER-0741,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0742,PUGLIAOLIVE-MEMBER-0742,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0743,PUGLIAOLIVE-MEMBER-0743,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0744,PUGLIAOLIVE-MEMBER-0744,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0745,PUGLIAOLIVE-MEMBER-0745,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0746,PUGLIAOLIVE-MEMBER-0746,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0747,PUGLIAOLIVE-MEMBER-0747,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0748,PUGLIAOLIVE-MEMBER-0748,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0749,PUGLIAOLIVE-MEMBER-0749,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0750,PUGLIAOLIVE-MEMBER-0750,IT/OLI/112,producer_member,2026-08-24
