position_ref,order_ref,comune,foglio,particella,parcel_ref,holder_named_in_annex,basis,subject_resolution
DET-14-2026-FITO:CAPURSO:14:51,DET-14-2026-FITO,Capurso,14,51,B716_001400.51,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:50,DET-14-2026-FITO,Capurso,14,50,B716_001400.50,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:389,DET-14-2026-FITO,Capurso,14,389,B716_001400.389,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:388,DET-14-2026-FITO,Capurso,14,388,B716_001400.388,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:387,DET-14-2026-FITO,Capurso,14,387,B716_001400.387,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:49,DET-14-2026-FITO,Capurso,14,49,B716_001400.49,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:48,DET-14-2026-FITO,Capurso,14,48,B716_001400.48,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:47,DET-14-2026-FITO,Capurso,14,47,B716_001400.47,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:46,DET-14-2026-FITO,Capurso,14,46,B716_001400.46,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:45,DET-14-2026-FITO,Capurso,14,45,B716_001400.45,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:43,DET-14-2026-FITO,Capurso,14,43,B716_001400.43,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:42,DET-14-2026-FITO,Capurso,14,42,B716_001400.42,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:41,DET-14-2026-FITO,Capurso,14,41,B716_001400.41,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:40,DET-14-2026-FITO,Capurso,14,40,B716_001400.40,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:811,DET-14-2026-FITO,Capurso,14,811,B716_001400.811,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:378,DET-14-2026-FITO,Capurso,14,378,B716_001400.378,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:373,DET-14-2026-FITO,Capurso,14,373,B716_001400.373,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:39,DET-14-2026-FITO,Capurso,14,39,B716_001400.39,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:38,DET-14-2026-FITO,Capurso,14,38,B716_001400.38,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:37,DET-14-2026-FITO,Capurso,14,37,B716_001400.37,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:809,DET-14-2026-FITO,Capurso,14,809,B716_001400.809,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:36,DET-14-2026-FITO,Capurso,14,36,B716_001400.36,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:35,DET-14-2026-FITO,Capurso,14,35,B716_001400.35,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:807,DET-14-2026-FITO,Capurso,14,807,B716_001400.807,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:34,DET-14-2026-FITO,Capurso,14,34,B716_001400.34,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:33,DET-14-2026-FITO,Capurso,14,33,B716_001400.33,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:805,DET-14-2026-FITO,Capurso,14,805,B716_001400.805,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:32,DET-14-2026-FITO,Capurso,14,32,B716_001400.32,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:804,DET-14-2026-FITO,Capurso,14,804,B716_001400.804,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-14-2026-FITO:CAPURSO:14:31,DET-14-2026-FITO,Capurso,14,31,B716_001400.31,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:30,DET-14-2026-FITO,Capurso,14,30,B716_001400.30,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:369,DET-14-2026-FITO,Capurso,14,369,B716_001400.369,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:368,DET-14-2026-FITO,Capurso,14,368,B716_001400.368,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:367,DET-14-2026-FITO,Capurso,14,367,B716_001400.367,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:366,DET-14-2026-FITO,Capurso,14,366,B716_001400.366,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:365,DET-14-2026-FITO,Capurso,14,365,B716_001400.365,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:364,DET-14-2026-FITO,Capurso,14,364,B716_001400.364,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:360,DET-14-2026-FITO,Capurso,14,360,B716_001400.360,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:29,DET-14-2026-FITO,Capurso,14,29,B716_001400.29,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:28,DET-14-2026-FITO,Capurso,14,28,B716_001400.28,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:24,DET-14-2026-FITO,Capurso,14,24,B716_001400.24,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:23,DET-14-2026-FITO,Capurso,14,23,B716_001400.23,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:22,DET-14-2026-FITO,Capurso,14,22,B716_001400.22,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:21,DET-14-2026-FITO,Capurso,14,21,B716_001400.21,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:20,DET-14-2026-FITO,Capurso,14,20,B716_001400.20,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:9,DET-14-2026-FITO,Capurso,14,9,B716_001400.9,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:357,DET-14-2026-FITO,Capurso,14,357,B716_001400.357,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:3,DET-14-2026-FITO,Capurso,14,3,B716_001400.3,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:2,DET-14-2026-FITO,Capurso,14,2,B716_001400.2,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:1,DET-14-2026-FITO,Capurso,14,1,B716_001400.1,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:351,DET-14-2026-FITO,Capurso,14,351,B716_001400.351,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:350,DET-14-2026-FITO,Capurso,14,350,B716_001400.350,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:17,DET-14-2026-FITO,Capurso,14,17,B716_001400.17,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:15,DET-14-2026-FITO,Capurso,14,15,B716_001400.15,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:14,DET-14-2026-FITO,Capurso,14,14,B716_001400.14,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:11,DET-14-2026-FITO,Capurso,14,11,B716_001400.11,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:10,DET-14-2026-FITO,Capurso,14,10,B716_001400.10,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:349,DET-14-2026-FITO,Capurso,14,349,B716_001400.349,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:348,DET-14-2026-FITO,Capurso,14,348,B716_001400.348,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:347,DET-14-2026-FITO,Capurso,14,347,B716_001400.347,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:346,DET-14-2026-FITO,Capurso,14,346,B716_001400.346,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:345,DET-14-2026-FITO,Capurso,14,345,B716_001400.345,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-14-2026-FITO:CAPURSO:14:344,DET-14-2026-FITO,Capurso,14,344,B716_001400.344,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:231,DET-14-2026-FITO,Capurso,14,231,B716_001400.231,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:230,DET-14-2026-FITO,Capurso,14,230,B716_001400.230,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:229,DET-14-2026-FITO,Capurso,14,229,B716_001400.229,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:228,DET-14-2026-FITO,Capurso,14,228,B716_001400.228,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:589,DET-14-2026-FITO,Capurso,14,589,B716_001400.589,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:227,DET-14-2026-FITO,Capurso,14,227,B716_001400.227,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:226,DET-14-2026-FITO,Capurso,14,226,B716_001400.226,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:587,DET-14-2026-FITO,Capurso,14,587,B716_001400.587,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:586,DET-14-2026-FITO,Capurso,14,586,B716_001400.586,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:585,DET-14-2026-FITO,Capurso,14,585,B716_001400.585,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:220,DET-14-2026-FITO,Capurso,14,220,B716_001400.220,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:219,DET-14-2026-FITO,Capurso,14,219,B716_001400.219,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:218,DET-14-2026-FITO,Capurso,14,218,B716_001400.218,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:217,DET-14-2026-FITO,Capurso,14,217,B716_001400.217,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:577,DET-14-2026-FITO,Capurso,14,577,B716_001400.577,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:215,DET-14-2026-FITO,Capurso,14,215,B716_001400.215,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:576,DET-14-2026-FITO,Capurso,14,576,B716_001400.576,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:214,DET-14-2026-FITO,Capurso,14,214,B716_001400.214,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:575,DET-14-2026-FITO,Capurso,14,575,B716_001400.575,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:207,DET-14-2026-FITO,Capurso,14,207,B716_001400.207,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:206,DET-14-2026-FITO,Capurso,14,206,B716_001400.206,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:205,DET-14-2026-FITO,Capurso,14,205,B716_001400.205,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:104,DET-14-2026-FITO,Capurso,14,104,B716_001400.104,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:103,DET-14-2026-FITO,Capurso,14,103,B716_001400.103,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:100,DET-14-2026-FITO,Capurso,14,100,B716_001400.100,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:461,DET-14-2026-FITO,Capurso,14,461,B716_001400.461,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:460,DET-14-2026-FITO,Capurso,14,460,B716_001400.460,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:459,DET-14-2026-FITO,Capurso,14,459,B716_001400.459,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:458,DET-14-2026-FITO,Capurso,14,458,B716_001400.458,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:457,DET-14-2026-FITO,Capurso,14,457,B716_001400.457,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:456,DET-14-2026-FITO,Capurso,14,456,B716_001400.456,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:455,DET-14-2026-FITO,Capurso,14,455,B716_001400.455,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:454,DET-14-2026-FITO,Capurso,14,454,B716_001400.454,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:453,DET-14-2026-FITO,Capurso,14,453,B716_001400.453,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:452,DET-14-2026-FITO,Capurso,14,452,B716_001400.452,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:450,DET-14-2026-FITO,Capurso,14,450,B716_001400.450,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:448,DET-14-2026-FITO,Capurso,14,448,B716_001400.448,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:447,DET-14-2026-FITO,Capurso,14,447,B716_001400.447,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:445,DET-14-2026-FITO,Capurso,14,445,B716_001400.445,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:443,DET-14-2026-FITO,Capurso,14,443,B716_001400.443,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:442,DET-14-2026-FITO,Capurso,14,442,B716_001400.442,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:441,DET-14-2026-FITO,Capurso,14,441,B716_001400.441,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:439,DET-14-2026-FITO,Capurso,14,439,B716_001400.439,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:438,DET-14-2026-FITO,Capurso,14,438,B716_001400.438,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:799,DET-14-2026-FITO,Capurso,14,799,B716_001400.799,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:437,DET-14-2026-FITO,Capurso,14,437,B716_001400.437,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:436,DET-14-2026-FITO,Capurso,14,436,B716_001400.436,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:435,DET-14-2026-FITO,Capurso,14,435,B716_001400.435,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:434,DET-14-2026-FITO,Capurso,14,434,B716_001400.434,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:433,DET-14-2026-FITO,Capurso,14,433,B716_001400.433,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:793,DET-14-2026-FITO,Capurso,14,793,B716_001400.793,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:791,DET-14-2026-FITO,Capurso,14,791,B716_001400.791,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:429,DET-14-2026-FITO,Capurso,14,429,B716_001400.429,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:428,DET-14-2026-FITO,Capurso,14,428,B716_001400.428,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:427,DET-14-2026-FITO,Capurso,14,427,B716_001400.427,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:788,DET-14-2026-FITO,Capurso,14,788,B716_001400.788,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:426,DET-14-2026-FITO,Capurso,14,426,B716_001400.426,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:786,DET-14-2026-FITO,Capurso,14,786,B716_001400.786,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:424,DET-14-2026-FITO,Capurso,14,424,B716_001400.424,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:423,DET-14-2026-FITO,Capurso,14,423,B716_001400.423,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:784,DET-14-2026-FITO,Capurso,14,784,B716_001400.784,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:422,DET-14-2026-FITO,Capurso,14,422,B716_001400.422,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:421,DET-14-2026-FITO,Capurso,14,421,B716_001400.421,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:782,DET-14-2026-FITO,Capurso,14,782,B716_001400.782,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:420,DET-14-2026-FITO,Capurso,14,420,B716_001400.420,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:780,DET-14-2026-FITO,Capurso,14,780,B716_001400.780,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:419,DET-14-2026-FITO,Capurso,14,419,B716_001400.419,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:418,DET-14-2026-FITO,Capurso,14,418,B716_001400.418,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:779,DET-14-2026-FITO,Capurso,14,779,B716_001400.779,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:417,DET-14-2026-FITO,Capurso,14,417,B716_001400.417,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:777,DET-14-2026-FITO,Capurso,14,777,B716_001400.777,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:415,DET-14-2026-FITO,Capurso,14,415,B716_001400.415,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:414,DET-14-2026-FITO,Capurso,14,414,B716_001400.414,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:775,DET-14-2026-FITO,Capurso,14,775,B716_001400.775,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:413,DET-14-2026-FITO,Capurso,14,413,B716_001400.413,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:412,DET-14-2026-FITO,Capurso,14,412,B716_001400.412,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:773,DET-14-2026-FITO,Capurso,14,773,B716_001400.773,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:411,DET-14-2026-FITO,Capurso,14,411,B716_001400.411,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:410,DET-14-2026-FITO,Capurso,14,410,B716_001400.410,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:770,DET-14-2026-FITO,Capurso,14,770,B716_001400.770,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:409,DET-14-2026-FITO,Capurso,14,409,B716_001400.409,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:408,DET-14-2026-FITO,Capurso,14,408,B716_001400.408,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:769,DET-14-2026-FITO,Capurso,14,769,B716_001400.769,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:406,DET-14-2026-FITO,Capurso,14,406,B716_001400.406,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:767,DET-14-2026-FITO,Capurso,14,767,B716_001400.767,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:405,DET-14-2026-FITO,Capurso,14,405,B716_001400.405,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:765,DET-14-2026-FITO,Capurso,14,765,B716_001400.765,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:403,DET-14-2026-FITO,Capurso,14,403,B716_001400.403,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:743,DET-14-2026-FITO,Capurso,14,743,B716_001400.743,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:741,DET-14-2026-FITO,Capurso,14,741,B716_001400.741,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:739,DET-14-2026-FITO,Capurso,14,739,B716_001400.739,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-14-2026-FITO:CAPURSO:14:737,DET-14-2026-FITO,Capurso,14,737,B716_001400.737,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
